"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PROK2",6.10589915868917,1.18397526436935,0.375375394911429,3.15410994012731,0.00160988425906233,0.0194284205100969
"CHMP2B",346.567885640614,-0.504567705152351,0.167958602022236,-3.00411946204191,0.00266350720134491,0.0270805842492821
"LNP1",94.0573279997135,-0.568025657665267,0.171810839252284,-3.30611072117043,0.000946006980806056,0.0139583576557355
"CBLB",318.341674681388,0.404552707159853,0.141158622372407,2.86594400229095,0.00415767782936506,0.0358224330811965
"CD200",563.865333688101,-0.733429549197452,0.2269063336694,-3.23230091173237,0.00122797670438443,0.0164083522414578
"CFAP44",416.185313142885,0.430904802362015,0.144805696864595,2.97574482007394,0.0029227795387192,0.0286296585957783
"NEPRO",430.539620626722,-0.415254593788242,0.139588180456198,-2.97485498006435,0.00293127087039939,0.0286525646802584
"ATP6V1A",2799.68412417783,-0.73788657761828,0.253274927186334,-2.91338185668658,0.00357537098347666,0.0324105907632999
"CCDC191",236.408214190244,-0.384976055196848,0.133154776691509,-2.89119222578666,0.00383783297582681,0.0339966465127332
"ARHGAP31",1183.24208229044,0.493485854271229,0.157036245756024,3.14249651025103,0.00167513709998716,0.0199246799359818
"KPNA1",1139.25688665982,-0.339012044935301,0.0918449037414521,-3.69113615590078,0.000223254583039807,0.00534947136338189
"DIRC2",203.767606052157,-0.311744192854051,0.102301879313541,-3.04729683311681,0.0023090956230878,0.0246836364797441
"ITGB5",649.356347873716,0.725090474832083,0.176293168658125,4.11298112315519,3.90582334752276e-05,0.00178747795506954
"SNX4",289.656145788242,-0.523006046483528,0.164809918187849,-3.17338939448662,0.00150670297716232,0.0186926738606373
"CHCHD6",282.454485453156,-0.543505622296999,0.195255042017763,-2.78356766965102,0.00537646458044343,0.041390839986817
"RUVBL1",192.445664320109,-0.270787142273914,0.0882506295801175,-3.06838765414225,0.00215217234419805,0.0235101693344149
"RAB7A",2129.96425059228,-0.33321293166372,0.102947444477475,-3.23672854003314,0.00120908367633661,0.0162876968934644
"COL6A6",58.1742876482703,0.818133292856136,0.194716881286246,4.20165569339325,2.64969918982107e-05,0.00142680541156235
"MRPL3",281.674302608823,-0.481178858599832,0.162936610738644,-2.953165997614,0.0031453277636965,0.0299221387255928
"TFDP2",906.508605043181,0.482623034234454,0.0890571001104982,5.41925386786271,5.98482824588457e-08,3.29431545890135e-05
"ATR",716.246273916063,-0.402166520707963,0.137815745055999,-2.91814640297122,0.00352118983110335,0.0320956291136817
"LOC440982",7.11164258482177,1.48473776955576,0.414324418999802,3.58351499807803,0.000339001289255436,0.00697575238617417
"HLTF",642.980565705584,-0.455584291189143,0.156642055287043,-2.90844173586905,0.00363234854716303,0.0327473242996281
"WWTR1",572.017051064347,0.544495986618328,0.193150124741336,2.81902995065373,0.00481690233202951,0.038644427777934
"PFN2",2164.24307380763,-0.830306456157975,0.230606335036724,-3.60053619526866,0.000317561615429854,0.00670447123188763
"DHX36",672.923052013365,-0.565983696062286,0.134928897988529,-4.19468108388763,2.73255776489847e-05,0.0014468002482451
"NMD3",397.32706833934,-0.384892952779886,0.111620187115177,-3.44823783875875,0.00056425693550753,0.00975681975045133
"SPTSSB",79.5901388843672,-0.918013093238499,0.32920277765927,-2.78859461565253,0.00529372818272724,0.0410248406996179
"OTOL1",4.5667595070539,-1.98876938431324,0.500322258242522,-3.97497683053153,7.03861080791335e-05,0.0025973391390989
"SERPINI1",1405.2766669055,-0.94883800917664,0.252392487169482,-3.75937501079219,0.000170338350316819,0.00450657509997074
"KLHL6",94.005084437257,1.04619967027083,0.358182034335906,2.92086026093005,0.00349066356166237,0.0319201611157829
"AP2M1",3905.16748291124,-0.619051497477828,0.184596030320707,-3.35354718301538,0.000797828099682532,0.0123901442796314
"PSMD2",1856.69688309342,-0.322361293271711,0.115103500886497,-2.80062110004449,0.00510043663169005,0.0401540585206859
"GMNC",4.53179675768924,2.36551972697634,0.39701900830618,5.95820269933286,2.55027079539283e-09,4.5941969165004e-06
"OPA1",1776.59258968822,-0.602656357307565,0.151766747620472,-3.97093807936535,7.1590185962475e-05,0.00262223867843328
"XXYLT1",143.185073034428,-0.449185085331561,0.100306045208112,-4.47814570297936,7.52942060453521e-06,0.00061909957966585
"ANKRD18DP",19.1288903638754,-1.03929840158997,0.291786103221552,-3.56185023932013,0.000368250434471242,0.00732430360322576
"ARL8B",1123.42766884878,-0.439266107389057,0.152857346222957,-2.87369968302567,0.00405694528489974,0.0352289341654572
"SRGAP3-AS2",46.7522608005796,0.753135437379805,0.264416923829708,2.84828756976556,0.00439551869717317,0.0367717331521543
"SRGAP3-AS3",57.4182703266019,0.719306891788611,0.201005049548515,3.57855135184053,0.000345503988528071,0.00702472789722799
"ARPC4",682.169248952412,-0.337218096660532,0.0900563664171642,-3.74452257043607,0.000180737129797795,0.0046755704491816
"EMC3",454.324560010645,-0.349699376591509,0.105789589971811,-3.30561236398299,0.000947690970076848,0.0139619531695658
"RAF1",1072.63664801724,0.295460573319056,0.0713976574045867,4.13823904116041,3.49981637408628e-05,0.00166944785173151
"RBSN",1773.001860743,-0.297593724837612,0.0982135911905065,-3.03006662550771,0.00244499796394568,0.0255000419229198
"EAF1",554.386387535436,-0.380213503043635,0.100061481529912,-3.7997988559661,0.000144813579510622,0.00406462590875706
"RAB5A",640.422089846683,-0.536328141928497,0.134383156304647,-3.99103694746267,6.57850296538599e-05,0.00247361697840776
"SGO1",12.4164451800207,1.81227232155797,0.338980216270581,5.34624805393179,8.97961265400754e-08,3.97786242270889e-05
"RPL15",2352.38508204155,-0.374110306624464,0.129780046618183,-2.8826488845786,0.00394346728951253,0.0346138014290679
"OXSM",40.1962478023244,-0.460854098516881,0.155036708701196,-2.97254825891002,0.00295338777227098,0.0287588855505267
"DYNC1LI1",437.208899927118,-0.473110325288508,0.130703381062591,-3.61972522395535,0.000294916020350932,0.00638694629428861
"HIGD1A",794.481477457863,-0.813517627944025,0.166164715934044,-4.89585062250482,9.78813996268886e-07,0.000164374391102239
"SNRK-AS1",12.4510429474347,0.872152491100152,0.298787062516175,2.91897675808147,0.00351182406191727,0.0320748751960203
"ZNF852",79.4088343773872,0.760923679416923,0.217718411032317,3.49499004612878,0.000474079435237178,0.00861881551340487
"PRSS50",18.9477249868574,0.833531342346045,0.269725479147332,3.09029515854802,0.00199957678185066,0.0224369272418758
"NBEAL2",551.544967699351,0.674781137724204,0.187183344562959,3.60492082935958,0.000312248101717382,0.00664608848940025
"FCF1P2",46.4968968346814,0.32832116585601,0.118517386005902,2.77023630811144,0.00560156363891633,0.0424638810515554
"UCN2",2.4944510915362,1.52658551041365,0.512295460516138,2.97989271440276,0.00288349354443369,0.0283851505596115
"SLC26A6",130.931541901239,0.476833439407823,0.156582509353553,3.04525353040016,0.00232484241415393,0.0247550119714531
"UQCRC1",1281.84445493807,-0.461473547534507,0.130789842466456,-3.52835922753605,0.000418144285639186,0.00795960342384833
"CCDC71",179.216405749679,-0.293380793411238,0.0966233363148445,-3.03633474686969,0.00239473337481567,0.0251307061870402
"C3orf62",134.456875765891,0.768971440554677,0.156390392242632,4.91699924482354,8.78808905017024e-07,0.000158879279749002
"AMIGO3",179.7774541706,0.603566331201964,0.223858356042377,2.69619746107537,0.00701360766453275,0.0492713766698545
"MST1",200.62052803817,0.642867278342981,0.214668794805913,2.99469365784725,0.00274720600863478,0.027494259730862
"NAT6",113.522557852784,-0.5481705054504,0.134823300812546,-4.06584397612813,4.78589475795247e-05,0.0020797651430611
"ZMYND10",30.2027994503936,0.594950615606985,0.185620888463963,3.20519215552883,0.00134972340633303,0.0174128379035777
"ALAS1",583.146292796491,-0.338386227555735,0.0975841581251226,-3.4676348503397,0.000525060225153674,0.0092815284760439
"TLR9",54.5706654578482,1.44767607912263,0.349666268448047,4.14016509384212,3.47055956329571e-05,0.00166944785173151
"LOC101929054",9.10274101985384,0.84658240250912,0.285514172363271,2.96511516574378,0.00302569637630023,0.0292241920365833
"NEK4",596.299735021796,0.282734326424729,0.0754453490654482,3.74753818395697,0.000178578658216079,0.00463789605663149
"GNL3",352.031595357532,-0.387230798925334,0.123103464977043,-3.14557188944718,0.00165762450891086,0.0198248067910672
"SPCS1",272.336012293789,-0.585621873102858,0.143937180226149,-4.06859348073063,4.72977849479078e-05,0.00206443371481881
"IL17RB",366.532267735588,0.648735265633666,0.180036084722401,3.60336244055715,0.000314127025479113,0.0066632402417226
"LOC105377102",10.5737436621228,0.577071072971215,0.21318262314981,2.70693297814282,0.00679079653701192,0.0482316932535585
"ARF4",392.574215743488,-0.54653315327249,0.140666314139932,-3.88531651386565,0.000102196654817513,0.00329688041778088
"PDHB",463.694903122012,-0.56007143759859,0.169973988909253,-3.29504203079923,0.000984069599362005,0.0142964246194703
"PSMD6-AS2",95.1728742622356,0.732972434762757,0.156934762132873,4.67055497966835,3.00387069729043e-06,0.000341045473077623
"PSMD6",424.243382639691,-0.293424069554202,0.106399218864305,-2.75776526074329,0.00581979734435253,0.0435811761721715
"MAGI1-AS1",11.8055780200811,1.05804301092885,0.287868018841179,3.67544479302713,0.000237435382654182,0.00555492271862488
"KBTBD8",71.6827000568002,-0.478739888735588,0.177110551431964,-2.70305684706478,0.00687049949136982,0.0486780633026227
"EOGT",161.654025891795,-0.411970347585996,0.134829694892656,-3.05548675990095,0.00224695523409658,0.0242778979928341
"SAMMSON",7.80398458660619,-1.37233735150153,0.489326375077513,-2.80454400456984,0.00503878090164535,0.039822621507931
"NSUN3",65.6195706085402,-0.4963317414256,0.163024170231831,-3.04452855499759,0.00233045305992898,0.0247677479119566
"MINA",239.382965719455,-0.280967864188459,0.100679008612098,-2.79072934926275,0.00525894270155217,0.0408630042350022
"ST3GAL6",212.032141023344,0.36555617652411,0.127832531624198,2.85964904144098,0.00424110076610639,0.0361625011967144
"NIT2",140.879271743684,-0.783516409456792,0.139955882410879,-5.59830995282189,2.16451508636232e-08,1.5318582482627e-05
"TOMM70",963.915185806417,-0.543882811316342,0.166297122279059,-3.27054854505338,0.001073391172589,0.0150907664924816
"IMPG2",41.7902226381162,0.526625186029777,0.181809954765373,2.89656958943415,0.00377266959395502,0.0335845555587658
"TRMT10C",111.2608869166,-0.533717979260489,0.177506687486362,-3.00674857279106,0.00264058066357678,0.0269395693692572
"CD47",2046.44537046143,-0.616484577418678,0.200076128270125,-3.08125003591811,0.00206133471210828,0.0229608817623033
"KIAA1524",71.8171753116645,-0.66901273330205,0.157135994542798,-4.2575396887811,2.06688974987634e-05,0.00120818546559143
"PVRL3-AS1",8.83628424636929,-1.17013429860216,0.314054539883094,-3.72589518698804,0.000194623269635777,0.00488758089656229
"ABHD10",319.069298282306,-0.410627320673564,0.148956356738705,-2.7566955158139,0.00583886941071441,0.0436450532790331
"SPICE1",303.886281923772,0.377330743035397,0.113380142365017,3.32801436975282,0.000874673546983706,0.013190662866841
"CCDC58",27.1564128883001,-0.524803119269223,0.15632352412375,-3.35716023682894,0.000787474610383425,0.0123088615250196
"FAM162A",287.461476338384,-0.74936318764244,0.156696550881652,-4.78225706581385,1.73337809611878e-06,0.000235264522963629
"FAM86JP",25.341126257133,-0.891731035624283,0.270101968268377,-3.30146070886179,0.00096182805245841,0.0140869066426577
"ALG1L",11.0715965146849,-0.950842460717281,0.31861553226191,-2.98429412391504,0.00284233405319328,0.0281676715996041
"KLF15",835.028381644139,0.914274452513769,0.198423330894666,4.60769632477904,4.07154711812428e-06,0.000407606753437577
"TPRA1",318.561542729937,0.247627271541988,0.0881330237527709,2.80969903218829,0.00495878475954275,0.0393683007993186
"HMCES",448.050488284508,-0.414933170560054,0.11935715229384,-3.47639971786984,0.000508194242943444,0.00905609453072597
"FAM86HP",26.3700200246179,-0.97298484141525,0.239628229248409,-4.06039323691956,4.89901350661916e-05,0.00210127384517674
"ANAPC13",252.632144093104,-0.535346640946703,0.123764756809584,-4.32551765742449,1.52174077814209e-05,0.00100852224948708
"CLDN18",26.897916999335,0.962751883663107,0.274795884030317,3.50351639021235,0.000459158397889972,0.00843251419146217
"DZIP1L",105.60510216488,0.682908445412666,0.217517741609397,3.13955284916016,0.00169205890764065,0.0200537316470138
"MRAS",2975.92889820446,0.784413028664178,0.22315796956433,3.5150572045246,0.000439659272180122,0.00822144214407125
"ESYT3",398.781741553342,0.798183651893116,0.231956530923648,3.44109152139308,0.00057937252818422,0.00993152769766307
"RBP1",190.344665897043,-0.724868414547864,0.230692043293851,-3.14214744556466,0.00167713555070401,0.0199364835469411
"MBNL1-AS1",59.263034280575,-0.556339074864063,0.127725067053712,-4.35575480755166,1.32609153051169e-05,0.000931837935057438
"TMEM14EP",65.1188837127061,0.589461427901504,0.152175054254196,3.87357461964072,0.000107250547801727,0.00338419881407487
"GFM1",656.362791673434,-0.387990488914891,0.121950825922559,-3.1815322772908,0.0014649819752344,0.0184435087809688
"C3orf80",255.835816331641,-1.09921532238817,0.342878074602053,-3.2058489702613,0.00134664648428251,0.0173957931763639
"PDCD10",232.712377257389,-0.413939367657722,0.149693554510986,-2.76524509695801,0.00568800403709547,0.0429384716186986
"KCNMB3",56.7809644342748,0.70144871899,0.164262929972721,4.27028008757964,1.95227637660862e-05,0.00118306754369652
"NDUFB5",377.735825617233,-0.728524681041934,0.152215456754896,-4.78614128008721,1.70018397388917e-06,0.00023430451649066
"PARL",209.987800552298,-0.482646428436606,0.136815837840542,-3.52770875108134,0.000419173094858748,0.00797152979627731
"HTR3E",15.5118550988601,1.17243554574768,0.359112168279233,3.26481709424014,0.00109534782933839,0.0152946933897846
"FAM131A",1448.31073836642,-0.562686378837325,0.202285580837965,-2.78164353834023,0.00540844080332246,0.0415724061127378
"CRYGS",22.4210823766053,0.520000305862921,0.175747623178588,2.95878997654789,0.00308849513540785,0.0295576855479049
"SST",163.186065504382,-2.18104103158949,0.375437432447397,-5.8093329090063,6.27222577361187e-09,7.7472882284299e-06
"BCL6",1505.10680366726,0.555075391898795,0.157016328192399,3.53514439096192,0.000407552392680506,0.00781078933328128
"PPP1R2",375.579938748055,-0.761478207629949,0.151167519586235,-5.03731363532465,4.72110855144463e-07,0.000101688572886334
"TFRC",1203.72133737986,-0.579341009538457,0.161417196267358,-3.58909101963885,0.000331832977284685,0.00686388546750869
"NCBP2-AS2",177.994324913686,-0.544096683626897,0.138448405403507,-3.9299599156894,8.49600237952269e-05,0.00290270315780382
"RUBCN",2048.5526901637,0.221768452859893,0.0712767777540103,3.11137034877275,0.00186221227814967,0.0214170623933916
"POLN",193.864845685849,0.590290519958938,0.139382952706535,4.23502665495807,2.28524597165706e-05,0.00127561786406637
"COL25A1",92.5849790208699,-0.708028673675714,0.248495410676413,-2.84926257490404,0.00438206986918211,0.0367322743349039
"LOC101930370",71.349841635745,0.866333397128982,0.186408828590532,4.64749123568595,3.35996364675094e-06,0.000363830817617577
"ZNF718",219.87575358739,0.285477919923973,0.0923621497169297,3.09085400024688,0.00199581741937015,0.0224179329309628
"RNF4",590.693976646949,-0.26716456453437,0.062720247034374,-4.25962232559367,2.04772608750614e-05,0.00120052485650952
"STX18",222.356837325715,-0.313266522398724,0.0967800550436926,-3.23689134354486,0.00120839412671559,0.0162876968934644
"EVC2",57.4896026966871,1.08018532012804,0.285023169663464,3.78981582937083,0.000150759019266671,0.00416078095513697
"CPEB2-AS1",19.9797035538155,0.665521369474176,0.193810204354519,3.43388198619717,0.000595003186193987,0.0100774214851453
"SEL1L3",360.73606055966,0.60201634352666,0.204881487369538,2.93836378901733,0.00329949608661973,0.0309241917726904
"TBC1D1",966.115830117102,0.361056515600566,0.111865844377261,3.2275849488332,0.00124839967170151,0.0165806219131616
"SMIM14",787.192851489232,-0.569405503975217,0.184861960480461,-3.08016588429182,0.00206885332258854,0.0230187520721025
"KLB",39.2507212302202,0.623403120444172,0.222827704910908,2.79769125070612,0.00514692860707674,0.0403405689659936
"N4BP2",316.599042052992,0.439090024793246,0.138808791685157,3.16327243730483,0.00156006263664985,0.0190007382961607
"NSUN7",20.2408683190614,0.596364378253788,0.205238682352138,2.90571139621027,0.00366419242608327,0.0329685592746741
"SLC30A9",889.711587004702,-0.584058660082087,0.183692176466893,-3.17955109093801,0.00147503364280689,0.0184772617049035
"GUF1",468.956124943106,-0.3341212094578,0.0987279032832588,-3.38426319557479,0.000713695532095231,0.0115261537603905
"ATP10D",359.609687476855,0.336103714690754,0.104503918963881,3.21618287642323,0.00129908020587627,0.0169917975971248
"CORIN",35.0926503414281,0.615295020039723,0.1583277244288,3.88621147849832,0.000101820813254062,0.00329565989232699
"SCFD2",316.859877857924,-0.444611289010792,0.121315183106463,-3.66492699121273,0.000247409150153205,0.00570076711562316
"EXOC1",637.116154140164,-0.508393553215008,0.136388661876114,-3.72753531137946,0.00019336147605694,0.00488415529514274
"CEP135",114.405805157166,0.453994204376409,0.159240968924124,2.85098870877086,0.00435835171220064,0.0366956617597899
"COX18",167.151666143828,-0.545484619560362,0.124278064422362,-4.38922686876196,1.13754350020158e-05,0.000831791955719352
"FAM47E",28.3468064889455,-0.59866369446825,0.178543765979089,-3.35303610957979,0.000799302777615951,0.0123901442796314
"ANTXR2",114.664795076415,0.595128417163226,0.155617522090774,3.82430210407849,0.00013114303242999,0.00383859723874841
"ENOPH1",756.989545229851,-0.511064311888266,0.179191846925633,-2.85205114326638,0.00434381111875261,0.0366758669911014
"AFF1",1503.91029781448,0.323301869480125,0.108760142780919,2.97261350724199,0.00295276008262085,0.0287588855505267
"SNCA",1902.09910209853,-0.712267834082259,0.231006423351888,-3.08332480000901,0.00204701603117621,0.0228495549117813
"TSPAN5",1224.94612827468,-0.395238765123307,0.142331188541152,-2.77689499521766,0.00548809058340906,0.0419891903478123
"TET2-AS1",17.462517175817,0.864139908778274,0.248651554904857,3.47530466523294,0.000510273462652797,0.0090849765821454
"NPNT",112.371243105915,0.813683905052731,0.240598341281655,3.38191818247075,0.000719815800818171,0.0116060780382529
"MCUB",40.8995261296631,-0.773671638110182,0.242905838347052,-3.18506810447594,0.00144719945612828,0.0182776956167227
"MFSD8",179.173471400416,-0.492175155884555,0.143747193899876,-3.42389400816666,0.000617306925899103,0.0103228304165541
"SLC7A11-AS1",76.1624446292747,1.36752464182518,0.357069828683685,3.82985212406904,0.000128220287112104,0.00377535395158016
"SCOC",691.80269580146,-0.616347097332667,0.198671711831081,-3.10233949087181,0.00191997634786276,0.0218545243380715
"FREM3",184.533590930294,-1.23023961234634,0.427270051080517,-2.87930223341235,0.0039855618042637,0.0348073568590963
"FBXW7",2326.49742117602,-0.658512059907494,0.2213630649455,-2.97480548559273,0.00293174383353536,0.0286525646802584
"PALLD",1279.69796387356,0.677072165136521,0.192195494586338,3.52283057724002,0.000426964202921257,0.00807896203050703
"HPF1",119.83794472346,-0.556311818609327,0.202657802960886,-2.74507968842778,0.00604962058012715,0.0445482279508732
"LOC389247",15.569222597541,0.608365790001207,0.202944495950753,2.99769543958873,0.00272029374551876,0.0274048504632434
"ABCA11P",132.959796479862,-0.685183818850608,0.136795061513067,-5.00883446574683,5.47606455840573e-07,0.000113035099259758
"PCGF3",1126.41058247192,0.234382213935557,0.0714249130978239,3.28151906344703,0.00103249544834624,0.0147087920952042
"LOC100129917",281.227989742676,0.862841994635262,0.222593102902719,3.87631954172612,0.000106048395448789,0.00335695687573995
"LOC105374344",8.71601683943924,0.992040952902474,0.301808922368835,3.28698351631275,0.0010126676118266,0.0145518646816215
"CTBP1-AS",96.4179264597273,0.737901821584447,0.252976374852062,2.91688036883272,0.00353551347424566,0.0321670041348264
"MXD4",1387.95855320331,0.626553859066854,0.155558946067351,4.02775844724211,5.63111527941358e-05,0.00227263096490549
"FAM193A",1193.94426517774,0.333341274661037,0.082809319964162,4.02540770538026,5.687668544798e-05,0.00228614279682996
"NOP14-AS1",218.212186632844,-0.462281463131842,0.1682130995462,-2.74818943577504,0.00599253752365321,0.0442594571631427
"HGFAC",68.9019887730602,1.59535019281361,0.406829540316478,3.92142171281999,8.80280488935523e-05,0.00296660513073917
"FAM86EP",25.0811912050376,-0.690092073367628,0.180774348555636,-3.81742254297346,0.000134853103945696,0.00388973669255883
"TMEM128",137.034612907715,-0.792562795169075,0.269111664341712,-2.94510755268748,0.00322842417329098,0.0304495256629862
"STX18-IT1",8.34896181141763,0.746733493252111,0.255691223420447,2.92045023393008,0.00349526016751981,0.0319474517894708
"MSX1",109.184147415417,0.853039991576033,0.258725345744775,3.29708706783421,0.000976932112117057,0.0142240167036823
"MRFAP1",4296.70918271186,-0.355391747667478,0.117986756708161,-3.01213252726774,0.00259419313779978,0.0266137604313606
"LOC93622",278.567280103846,-0.447637270945946,0.156936438836168,-2.85234757629012,0.00433976195903339,0.0366723765374012
"GRPEL1",311.358355305565,-0.371157530506046,0.107819889845827,-3.44238461972803,0.000576609781507872,0.00990129933306758
"CD38",137.294131645731,-1.4481591407435,0.3770021303389,-3.84124922435239,0.000122409752344863,0.00366415657472176
"LOC100505912",7.31938356119462,1.21934637181255,0.384910261253877,3.16787182508576,0.00153559205560869,0.0188581786818177
"LGI2",108.491405141362,-0.493571184396737,0.159409923616102,-3.09623876105341,0.00195992476838043,0.022142456790323
"LIAS",92.1722853546268,-0.429829877857693,0.150664256372102,-2.85289881095702,0.00433224140502528,0.0366442749245169
"LOC401127",23.6584618058443,0.928717499657037,0.216870428164958,4.28236116613661,1.84920510994144e-05,0.00115658704765673
"OCIAD1",1215.08594330407,-0.567661505783426,0.135214332129244,-4.19823473476783,2.69003715692182e-05,0.00144069665679899
"USP46-AS1",23.014667304761,-0.739285676298575,0.233479075981852,-3.16638942136314,0.00154344015563891,0.0188717966797439
"DANCR",174.969260241001,0.482781631805354,0.175576388810813,2.7496956457258,0.00596506411636412,0.0441223256923745
"SNORA26",21.1129264732719,0.668346129031155,0.207573136156132,3.21981033484236,0.00128275434803054,0.0168673259194247
"SRP72",684.292864955462,-0.423647818137737,0.141275234633818,-2.9987408567101,0.00271097783056263,0.0273527172558193
"PAICS",638.159071071255,-0.30984379642391,0.101742515026463,-3.04537190124816,0.00232392750786962,0.0247550119714531
"POLR2B",933.299928057121,-0.525450008322384,0.169629115327293,-3.09764044520628,0.00195067940974101,0.0220883789619588
"UTP3",307.309669138699,-0.32050894066097,0.0744451714969813,-4.30530193182464,1.66758135996501e-05,0.001076377597038
"RUFY3",3163.40891126828,-0.496881365919729,0.16846031583666,-2.94954549652815,0.00318241712615965,0.0301862804758525
"ALB",10.5955059440739,-1.85161786202509,0.355078687621854,-5.21466910454787,1.84145648219335e-07,5.79211137319738e-05
"CXCL2",28.7729027487929,-0.848421199263382,0.279213438594648,-3.03861162103694,0.00237671039581846,0.0250095553295576
"G3BP2",2473.02348011149,-0.644553365823063,0.190558963258641,-3.38243530926555,0.000718461971527122,0.0115936827587797
"CXCL11",5.58473443827717,-1.63574307334775,0.514405687992315,-3.17986972448133,0.00147341275954691,0.0184772617049035
"CXCL10",5.60384341587825,-2.43197769254676,0.67535066768724,-3.601059136989,0.000316923472573563,0.00670446902461658
"SOWAHB",149.444150436766,-1.29940386477322,0.343807298147292,-3.77945398999802,0.000157172631202549,0.00426648336973932
"MRPL1",105.155646084805,-0.482623629125765,0.158619663119297,-3.04264691801031,0.00234507311361441,0.0248369689039996
"ANXA3",85.6310097408758,0.738669312250535,0.220655682562733,3.34761064692059,0.000815114416006328,0.0125406112325942
"LINC01094",248.715687048414,0.892797861718544,0.257876460860694,3.46211460611302,0.000535948881683799,0.00940687603139608
"TMEM150C",259.051877045549,-0.522482389269547,0.142737948258204,-3.66043084999658,0.000251791501718406,0.00576154780375513
"THAP9-AS1",189.116936355581,-0.605537447327766,0.147650426801135,-4.10115609176899,4.11091129049566e-05,0.00185985886147174
"COPS4",337.282720085239,-0.672240190527162,0.170927952304001,-3.9328862334439,8.39319671351556e-05,0.00287363893754396
"MRPS18C",73.4543825164361,-0.322354753604326,0.115225585842899,-2.79759700283781,0.00514843050640885,0.0403405689659936
"SPARCL1",19885.8988894964,-0.645225400823145,0.194946886840309,-3.30974970301363,0.000933794332058892,0.0138296475964716
"HERC6",267.738693036136,-0.56702633454884,0.167029019318669,-3.39477736779995,0.00068684428002984,0.0112020627597295
"NAP1L5",643.181457706468,-0.912646292448431,0.26589153856566,-3.43240065995203,0.00059826300964745,0.0101177703379052
"FAM13A-AS1",80.8102241064986,0.642123808177212,0.144810791622486,4.43422621327281,9.24035639453381e-06,0.000722973527215534
"ADH1B",51.288102652388,0.944981362432327,0.325038043168068,2.90729464533388,0.00364569625130036,0.0328377804162581
"DDIT4L",93.0870544766181,1.15781583343418,0.297904771695912,3.88653000367524,0.000101687363272503,0.00329565989232699
"PAPSS1",1002.19360996543,-0.506331051417097,0.180366981518949,-2.80722695003855,0.00499700228779059,0.0395449669867645
"CASP6",37.6797425064492,0.386814914478122,0.135128949328634,2.86256140079494,0.00420231829185638,0.0359907576433502
"MAD2L1",20.8410512594145,-0.81246527193239,0.300881312127593,-2.70028492692777,0.00692801147991107,0.0488908388482613
"EXOSC9",136.201889042625,-0.398049202481318,0.117371911829597,-3.39134973842136,0.000695492883106755,0.0112966286652815
"CCNA2",52.4001687156269,1.10606749946558,0.220304406956816,5.02063265435441,5.15015692140279e-07,0.000108301597127491
"CETN4P",6.07456655509929,-0.962035201486662,0.310699148987473,-3.0963560879449,0.00195914935285764,0.022142456790323
"PLK4",25.6254433975085,-1.09905904090813,0.255814543961741,-4.2963117885608,1.7366328179265e-05,0.00110298448461639
"PCDH18",129.101973019372,0.471953239532933,0.12822979202001,3.68052721678972,0.000232752213034241,0.00549668905909407
"MGARP",22.4173042766421,0.607190017192661,0.20769073682446,2.92352960212115,0.00346087315990934,0.0317503067299831
"CLGN",42.4572232089846,-0.669068597612286,0.228925798420051,-2.92264394065638,0.00347073157624874,0.0318260143058515
"ABCE1",338.889430950043,-0.70886924548186,0.22715924191849,-3.12058289812491,0.00180493487529831,0.020891699467822
"OTUD4",824.891706080454,0.283693181274534,0.0912508465293691,3.10893752841215,0.00187761414199276,0.0215441817242204
"SMAD1-AS2",17.6603942581605,1.04481556376421,0.283054226274708,3.69122050398287,0.000223180549571189,0.00534947136338189
"PRMT9",182.634864668886,-0.355649019290324,0.0924588118262628,-3.84656705256624,0.00011978436023727,0.00362337007635665
"GATB",442.687298288953,-0.439106460895648,0.153970220652466,-2.85189213235445,0.00434598455702683,0.0366758669911014
"PLRG1",491.925932101624,-0.401302059075065,0.140899883984648,-2.84813619235335,0.00439761008804075,0.0367717331521543
"CTSO",188.278948649833,-0.782525692012938,0.206745801265775,-3.78496534015213,0.000153730002213782,0.00421838082816244
"MSMO1",414.524827237937,-0.707868887847484,0.205110638326618,-3.45115637893084,0.000558190044561644,0.00967199587654135
"LOC100506085",3.54279706274266,-1.62614311350446,0.46998691056481,-3.45997532473878,0.00054022488966526,0.00945679895194946
"HMGB2",317.885704229881,-0.431510404181271,0.130426330277308,-3.30846082431215,0.000938103084514586,0.013872724419956
"TRAPPC11",684.898023337341,-0.368786019477952,0.100524367451507,-3.66862312917168,0.000243860242619661,0.00563866343961635
"SLED1",16.7698541520962,0.819129091674938,0.295438712293346,2.77258550620005,0.00556129067853698,0.0422934250930516
"ANKRD37",66.6869619331954,1.18750498712726,0.258657964612663,4.59102424665537,4.41076086837301e-06,0.000426359206671607
"FRG1",102.86562452093,-0.393486195077321,0.137411343615129,-2.86356413324524,0.00418904002340486,0.0359506353849245
"TXNDC15",605.895140713913,-0.366774186757945,0.104826997555012,-3.49885235018266,0.000467265254229603,0.0085418157544408
"SGTB",901.017816495903,-0.574639000578666,0.203369573393169,-2.82558984114959,0.00471936514105075,0.0382334176758224
"VCAN-AS1",12.0974504193493,1.20381265948006,0.406433158906598,2.96189578310637,0.0030575125431577,0.0293402753294009
