"","logFC","logCPM","LR","PValue","FDR"
"FAM151A",-1.28356432821657,1.88591537800769,13.9868693907237,0.000184091776988829,0.00595677815190906
"GBA",0.475359709290319,4.7353453558247,13.9819011949402,0.000184578875187861,0.00595677815190906
"GPR3",1.50520156137444,1.36023224820782,13.9790757003481,0.000184856474842845,0.00595677815190906
"LINC00222",-0.787634957259281,0.686532057118355,13.9789203669346,0.000184871748255151,0.00595677815190906
"ARPC3",0.506435578369155,4.57048624001959,13.973970504544,0.000185359117801298,0.00595767893133954
"GLUD2",0.460774397065248,5.72008697935058,13.9725319292774,0.000185501004271119,0.00595767893133954
"GOLT1B",0.725874003641376,4.20215386689398,13.9676409467907,0.000185984219960067,0.00596353285231179
"LOC440390",-1.02683857810608,-0.167965412262335,13.9583144219359,0.000186909172122573,0.00598177832513888
"CTSO",0.783297462957847,3.76106705781074,13.9558236868897,0.000187156972223764,0.00598177832513888
"SH2D4A",-0.572909756326496,2.33601940643223,13.9487437866635,0.000187863151385077,0.00599467988381109
"BRF2",0.559857317390178,3.8574183179908,13.9376475303195,0.000188975342866537,0.006020474910359
"ORAOV1",-0.472650452631016,4.19327101745627,13.9275957347016,0.000189988571552587,0.00604303938023446
"MRPS28",0.523469961850319,3.50372786447248,13.9028612202838,0.000192505193739896,0.0061088472546675
"EIF2S1",0.542331083229721,5.23202756883211,13.9012130278773,0.000192674078228057,0.0061088472546675
"NCBP2-AS2",0.543005811450158,3.6828456608223,13.8733357819538,0.000195553280517338,0.00619022972321336
"TKFC",0.551323906286049,4.48646137415782,13.8695037755725,0.000195952429821166,0.00619297184902109
"CCDC36",-1.4233865000655,1.03324802465405,13.8609164429178,0.00019684988628858,0.00620493803638853
"TIMM23",0.564485972779824,3.40589478999174,13.8598912152022,0.000196957308482458,0.00620493803638853
"TMEM14EP",-0.585716755509289,2.25397095795143,13.8557440588331,0.000197392445750183,0.00620877572219939
"ATL1",0.779209658333174,6.04081963214983,13.8523486954793,0.000197749422653588,0.00621014668669335
"NBEAL2",-0.674367057272547,5.29829905685825,13.845467723666,0.000198474860345792,0.0062230661908421
"SLC6A12",-0.789242184918944,5.03681358478334,13.8417408884345,0.000198868886693017,0.00622479942616023
"MAGEH1",0.637564891091656,5.0393528794433,13.8358898893588,0.000199489084515863,0.00622479942616023
"EAPP",0.554179436040059,3.94504467035142,13.8331098954101,0.000199784442519033,0.00622479942616023
"ANTXR2",-0.588653205616183,3.05263353847298,13.8330890487743,0.000199786659014832,0.00622479942616023
"CCL5",-1.06957160010043,0.612767633214224,13.8290624408264,0.000200215248567183,0.00622836007159701
"JAML",-1.23019940408112,0.027294555093304,13.8254307626642,0.00020060259644947,0.00623062860696349
"OPA1",0.603187668961954,6.98971920996605,13.8122814572197,0.000202011402676138,0.00626333404956877
"LINC01546",-1.23206268680175,-0.339599991739919,13.809713091678,0.000202287736764434,0.00626333404956877
"EID1",0.544516355932371,7.15038345018261,13.802158547855,0.000203102750284514,0.00627020532342523
"HSD17B8",0.910496782482392,1.772421861807,13.7984788326896,0.00020350092956172,0.00627020532342523
"RTF1",0.560470162626815,6.2792668918127,13.7982590605888,0.000203524735812423,0.00627020532342523
"ARMC10",0.592019490726975,4.12421495788282,13.7959470863293,0.000203775344584469,0.00627020532342523
"LOC101928510",-1.04046580383854,0.872570005872701,13.7899554932224,0.000204426257139424,0.00628048172321677
"CYP2B7P",0.864639886984902,1.28465570290409,13.7836643820503,0.000205111963218551,0.00628166775322484
"GAPDH",0.530892890608337,10.1048120640657,13.7807816889623,0.000205426939007927,0.00628166775322484
"HES5",1.45751765400326,2.87935100197957,13.7789518845777,0.00020562712430844,0.00628166775322484
"GRM4",-1.61477457473347,4.54494836807287,13.7779861177204,0.000205732860912542,0.00628166775322484
"ACP1",0.549543924624503,4.91353977314667,13.7717892708147,0.000206412624886006,0.00629272703806324
"TGM1",-0.849575239191169,1.24446802474261,13.7520216805598,0.000208596193077871,0.00633380742662511
"WSCD1",-0.688155058835515,6.15555195429565,13.7496036638588,0.000208864884732181,0.00633380742662511
"SDSL",1.0092462474064,2.54750880560781,13.7482996578427,0.000209009931467464,0.00633380742662511
"PIGS",0.336182159533509,5.2586795540209,13.7480415028072,0.000209038658508923,0.00633380742662511
"FAM86EP",0.685475677474367,0.949977782573674,13.7421876921475,0.000209691129222698,0.00634387697202594
"ZNF205",-0.457494173600286,3.79290959657218,13.728423992268,0.000211233338534406,0.0063751547722636
"HINT2",0.577368076042982,3.36867975868839,13.7272232282386,0.00021136842376752,0.0063751547722636
"PROX2",-0.705879408982266,2.52076609637915,13.7190243632621,0.000212293120223863,0.00639331378473568
"ARF4",0.548504381536103,4.81640923503049,13.7112690215512,0.000213171545508602,0.00641002632139372
"NPAS4",3.53583125333843,2.11289582193675,13.7052947189659,0.000213850734079359,0.00641135532944495
"SRGAP1",-0.466283953867975,5.47934190727881,13.7051884789141,0.000213862831689701,0.00641135532944495
"CDA",-0.931186074746917,0.782629612751259,13.6925669055624,0.000215304974966789,0.00644391893417348
"CORIN",-0.610633794497207,1.39852159736725,13.690000344538,0.00021559942739993,0.00644391893417348
"RPL19P12",-0.512781227871158,2.90158929709852,13.6808514253841,0.000216652355376356,0.00646563715984618
"EID2B",0.719925865953955,3.13002699821407,13.6771663576835,0.00021707792365873,0.00646859569206224
"NPFF",-1.02635874342267,1.35151686294836,13.6738885430024,0.000217457168272293,0.00647016703676239
"ATP5F1",0.527267280538984,5.37219814742823,13.6567831193292,0.000219447132699186,0.00651958677896111
"VPS25",0.466927914457967,3.50436050892216,13.6525410872866,0.000219943463725618,0.00652455041495038
"RND2",-0.612674657270232,5.42770430275075,13.6297214081477,0.000222632911597099,0.00659446005412275
"TASP1",0.498023108291653,3.67974517750971,13.623688263781,0.000223349479237868,0.00660581086653371
"C10orf111",-1.17026633046269,0.0193721504477335,13.6191931429495,0.000223884883413384,0.00661177771940331
"CENPH",0.697961406289565,0.29184495421377,13.6133601365158,0.000224581568658394,0.00662248268531955
"PSMC4",0.524684480974916,5.7018123017847,13.6035818790968,0.000225754372651604,0.00664717481198244
"TTC8",0.72023185486973,3.56774299491319,13.5965531057053,0.000226601214288793,0.00666221018152332
"CLDN15",-0.912177206442296,3.47015152163488,13.5875165895276,0.000227694657972671,0.0066779784871988
"SMAD1-AS2",-1.02975181525923,0.471560643726322,13.5865532407787,0.000227811539026362,0.0066779784871988
"RNMT",0.550131601522747,5.99892240637542,13.5827213975498,0.000228277047229459,0.00668173998212548
"TRIM35",0.492929849895088,5.17624381261721,13.5727101645672,0.000229497781915512,0.00670756349032121
"MRPL28",0.523497899669258,5.17964363649356,13.5673845813108,0.000230149843124915,0.00671378770741569
"MAGI1-AS1",-1.03423779583053,-0.0490554781177101,13.5654403796089,0.000230388354917373,0.00671378770741569
"MCHR1",1.25609674178599,2.95202109769212,13.5619050269626,0.000230822705208272,0.00671656788018667
"IL17RB",-0.646179934962645,4.7125380092931,13.5323620755739,0.000234484737435727,0.00681312251763395
"C16orf58",0.47494121918834,5.76269260253552,13.5267315033981,0.000235189296459439,0.00681538467008457
"LOC389765",-0.644338975558911,3.9405802533205,13.5245211024188,0.000235466468889815,0.00681538467008457
"LOC100506274",1.42119116663439,-0.46637326313993,13.5230982653572,0.000235645059146002,0.00681538467008457
"TXNDC12",0.440775739834933,4.43233484253893,13.5183840483427,0.000236237749510269,0.00681538467008457
"PGRMC1",0.766097912394946,6.36657321530256,13.5180304946883,0.000236282260211349,0.00681538467008457
"LINC00260",-0.79812554140175,2.36910738242438,13.5085402804792,0.000237480195733156,0.00683998191663986
"NLRC3",-0.684832305639446,3.7386281438517,13.5042125647068,0.000238028506904908,0.00684582422761633
"CD38",1.45164037590294,3.31450325642447,13.4783247595595,0.000241335175462752,0.00692398852534043
"PRKAR1A",0.595317543976752,8.36253658533038,13.4774703269437,0.00024144509845631,0.00692398852534043
"C17orf67",-0.710330552398512,2.33347881463504,13.4727198582889,0.000242057168326375,0.00693150989531133
"GDPD3",-0.99931858235572,1.6354975721041,13.4564744525429,0.000244162134952684,0.0069773598125698
"SEH1L",0.67846150875929,5.05202271495728,13.4539438045079,0.000244491695398775,0.0069773598125698
"ZNF785",-0.424627088478424,4.75921796787324,13.4507165854409,0.00024491261914008,0.0069773598125698
"SLC25A11",0.426267301026918,5.55667255200518,13.4495363747341,0.000245066735443509,0.0069773598125698
"SERPINF1",0.755259625170497,5.01656648313669,13.4361794938544,0.000246817753980779,0.00701713143885668
"KHDRBS1",0.488498229864102,6.45273570206886,13.4241808343366,0.000248401465469133,0.00704602411837803
"PWP1",0.50107552023216,4.86767818913054,13.423095992358,0.000248545158394542,0.00704602411837803
"ARHGDIA",0.441270548737825,7.72462412914839,13.4091163846446,0.00025040434248554,0.00708633176832814
"ASB9P1",-1.1066129353004,0.181898512356932,13.4070360677424,0.000250682204763727,0.00708633176832814
"FAM66E",1.78194617100317,-0.544253275569279,13.4033663511494,0.000251173116637844,0.00709009469985117
"ATAD3C",-1.03182083072495,2.41162712081467,13.3964504964482,0.000252100911835122,0.00710616169121589
"MKNK2",-0.742653608812252,6.61611940847151,13.3870189940278,0.000253371763156611,0.00713183928794233
"PTCH1",-0.518831045051524,6.02390235388431,13.3820423909162,0.000254044937751979,0.00713999126939552
"BEND5",0.614932855774521,3.53368638072991,13.378368950401,0.00025454299241362,0.00713999126939552
"DDHD1",0.348496765308564,6.45538774858608,13.3751091531657,0.000254985788326317,0.00713999126939552
"ZHX3",-0.433395026655066,7.8881296027758,13.3742498955232,0.00025510263518026,0.00713999126939552
"MCMDC2",-0.625270528955012,2.23278001476505,13.3659928488139,0.000256228231138317,0.00715338462923595
"SNORA44",-0.764728456766261,1.21868909784856,13.365444613369,0.00025630314325583,0.00715338462923595
"UNC119B",-0.391533008360391,5.59911920228184,13.3469355626919,0.000258845256512121,0.00721417384394402
"C1orf195",-1.22582099471676,-0.57036289243542,13.3423036732499,0.000259485386146031,0.0072179220447684
"MRPS18A",0.396310543685964,3.86470642223155,13.3387121390354,0.000259982836191591,0.0072179220447684
"PSMA6",0.58848870479445,4.35183291728411,13.3355580812511,0.000260420485651851,0.0072179220447684
"UBE2N",0.715592475559516,5.29005604867999,13.33544110674,0.000260436731025909,0.0072179220447684
"PRDX2",0.526504770119737,6.95534430568179,13.3302801668214,0.000261154497945285,0.007227706049279
"CXCR2",-1.44353821608511,0.55406279348242,13.3166845208159,0.000263054896028316,0.00727014758674632
"PPME1",0.635709226221303,6.10913523906654,13.3135933405428,0.00026348892219853,0.00727200067170762
"MAK",-0.654953756927749,3.26937718237174,13.3055858406883,0.000264616598241368,0.00729296593984833
"CILP",-0.950229834910112,-0.450506740745166,13.2974575326762,0.000265766262867624,0.00731447814581227
"ZWILCH",0.742368594093396,2.11102161563227,13.2858128482368,0.000267422061006946,0.00734984127727274
"C11orf1",0.548253667242173,2.03086264285318,13.2741621812932,0.000269089116619607,0.00737918571903034
"SERPINB8",0.944980808659042,2.76055367128461,13.2687628207435,0.000269865241652469,0.00737918571903034
"TMEM222",0.380209910150244,5.07560516796671,13.2679928629655,0.000269976102048067,0.00737918571903034
"NDUFA5",0.807232899868251,5.18629930008648,13.2679707139292,0.000269979291799404,0.00737918571903034
"LOC284412",-0.827969588675649,1.44572197564038,13.2615798695197,0.000270901245731503,0.00739418606806536
"LOC440982",-1.4369370281329,-0.672641041697035,13.2517386526414,0.000272327166356087,0.00741603411953646
"CLTC",0.615741849550377,9.08464836831792,13.250892064598,0.000272450183640621,0.00741603411953646
"LOC100507194",1.2168187884849,-0.26177686772506,13.2371895305795,0.00027444910069705,0.00746019667957853
"PRPF19",0.574462671588543,7.0063592235405,13.2286023472758,0.000275709322234406,0.00747315623180684
"ARSG",0.570448432470452,3.36283355453115,13.2254793289809,0.000276169089317215,0.00747315623180684
"CDK11A",-0.705760913299059,2.91490833757228,13.2243883818821,0.000276329879345297,0.00747315623180684
"HEATR9",-1.22809733857549,1.55842939479094,13.2236797500107,0.000276434372119218,0.00747315623180684
"ICA1",0.58703061306076,5.0920806496663,13.2131210920061,0.000277996047433502,0.00750513579828647
"CSF3",1.95583570708931,1.10442529725683,13.2067454685522,0.000278943335493413,0.00752046413079929
"NHLRC1",0.773600824618311,2.29616262846929,13.189396724641,0.000281537513286211,0.00758009152619505
"MBTPS2",0.658346502472578,4.33979880028638,13.1857841357597,0.000282080759957266,0.00758441294343716
"CISD1",0.757719217084623,4.11354674353284,13.178876052491,0.0002831225139689,0.00760210804445491
"STX12",0.574568615419932,6.07387067738498,13.1646690241524,0.000285277171262463,0.00764959732846681
"PKD1P6-NPIPP1",-0.72299199118487,5.6306275312298,13.148373022043,0.000287769009065632,0.00770598741033048
"BDNF",0.888721946176982,2.74860489249348,13.1431102655976,0.000288578420638473,0.00771429665741673
"DUSP18",-0.473762948082681,2.79867818896926,13.1412965679989,0.000288857898657813,0.00771429665741673
"MIR3612",-1.33230692107273,-1.37613058518116,13.1195609545796,0.000292228509668783,0.00779380908155667
"CNTD1",-0.705425686597744,1.13432543693802,13.1149269159028,0.000292952237388095,0.00779736170247261
"PARD3",-0.712822256722349,5.80341855060719,13.1136710098437,0.00029314869137778,0.00779736170247261
"LOC105372383",-1.15140746746818,1.74607893176482,13.1004390420334,0.000295226578880432,0.00784210440629308
"BAG2",-0.595087675744105,2.57044736548998,13.0971514800889,0.000295745141419186,0.00784536241280132
"NECAB1",0.927152988945846,6.88066171357734,13.0803974491027,0.000298402132592521,0.00790526291370774
"GALNT5",-2.46449648548602,-0.503955105470623,13.0723402045087,0.000299688473153622,0.00792874069961571
"PSMD8",0.546940970360969,5.73913065461536,13.0651275984312,0.000300844708622594,0.0079487183280871
"MDH1",0.953256207008722,7.25733888129129,13.059883306956,0.000301688231317428,0.00796039146709208
"SLC10A5",-0.908251599116778,0.800266039865267,13.0448045574133,0.000304126894774289,0.00801406721655228
"SOWAHB",1.29308018323789,3.43673921925978,13.0361095718296,0.000305542146370862,0.00801878488421104
"LOC105370333",-0.724920005367913,0.899836003441829,13.0360723038711,0.000305548226611928,0.00801878488421104
"PLEKHB2",0.578663222573837,7.15166392830137,13.033477139427,0.000305971926014649,0.00801878488421104
"DDTL",-0.634877135363,0.960461113156333,13.0330395867871,0.000306043421361743,0.00801878488421104
"SERPINI1",0.945596995780253,6.65329741758616,13.028949999178,0.000306712467886133,0.00801878488421104
"BCKDHA",0.423650834254432,4.74747043446798,13.0288191490132,0.000306733898982235,0.00801878488421104
"ITFG1",0.810262458033397,5.74544648321092,13.026067004643,0.000307185004776182,0.00801999743694971
"TUFM",0.375141330020348,6.30565058960972,12.9875531793201,0.000313568466499975,0.00817588517389934
"CYB5R1",0.418583704959445,4.48999564855828,12.9811785112927,0.00031463786178174,0.00818987836140227
"NDUFA9",0.51260738915451,4.85018555818067,12.979430543371,0.000314931737554932,0.00818987836140227
"NEU3",0.460285697278543,3.93836953603223,12.9582241631414,0.000318519168597209,0.00827231434459015
"F3",1.1737620983666,6.22082259893681,12.9525098781765,0.000319492868370392,0.00828674172726136
"CEP68",0.349269687912153,6.18071551436803,12.9463460846772,0.000320546528380383,0.00830320262272637
"DGAT1",-0.432684280904591,5.09724376659189,12.9401880012012,0.00032160271133823,0.00831968580662972
"LDOC1",0.546878459741223,5.95578601915426,12.932182477119,0.000322980999823946,0.00834444783899779
"ETV4",-0.890156092558853,2.01146878257147,12.9275164613182,0.000323787080507106,0.00835438123350106
"PKN2-AS1",0.942495604898094,0.553881929847019,12.9171114760874,0.000325591913988329,0.00839002518542617
"SCUBE3",-0.628509673455191,4.70286605733379,12.9004351546887,0.000328505747953425,0.00845411675512346
"PCDHGC5",0.945834027101398,5.77157914397229,12.89652009634,0.000329193624227173,0.00846083120322393
"P3H2",-0.580457575468622,2.65501845987762,12.8778034161279,0.000332502271621448,0.00853479924151634
"IDH3G",0.477393032363424,5.13306641976899,12.8715850120523,0.000333608937251752,0.00855212768509796
"HCFC1-AS1",-0.873491274562212,0.158568034504933,12.8666793552641,0.000334484598591715,0.00856349716497858
"MAMDC4",-1.16118252261155,4.89076549537318,12.857685830325,0.000336095969952694,0.0085936486975259
"NDUFA7",0.625560491864589,3.47873280315567,12.8495706781804,0.000337556680962569,0.00861987524478643
"LOC101927727",-1.31854685851272,-0.678188902655344,12.824914597093,0.000342034119666157,0.00872297054736751
"OVOL3",-1.13341220061167,0.864428162212152,12.822031044539,0.00034256165725585,0.00872519511591507
"NDFIP1",0.657829373606644,7.51988276789573,12.8153313763951,0.000343790512322479,0.00874525390524035
"RGL2",-0.504226219166404,5.4489979674166,12.807674802071,0.000345200327847841,0.0087698585854267
"GSKIP",0.627491130084105,3.93110864527068,12.798231930988,0.000346947088976464,0.00879362151079011
"SRGAP3-AS3",-0.714461062484264,2.0735090927431,12.7978214918579,0.000347023214646642,0.00879362151079011
"PM20D2",-0.458074204950381,3.95376414056125,12.7908771608613,0.000348313762096592,0.00881505173653392
"LOC101927550",-0.69254128689147,3.55609233924001,12.7842530986206,0.000349549300610731,0.00883503691441613
"NT5DC2",-0.540619797389231,4.02445316542014,12.7613973461043,0.000353846456672146,0.00893225654193024
"AUP1",-0.387071286413742,5.2427738279082,12.7527312004231,0.000355489692022302,0.00896232027622639
"RALGAPA2",-0.433379626781197,6.1466553046216,12.7492924660677,0.000356143860168504,0.00896740372693655
"SNORA57",-0.416673030214838,4.36882450804203,12.7422826210046,0.0003574811415857,0.00898321308678767
"CNMD",-0.684181199530348,0.945390788802969,12.741250871309,0.000357678397531059,0.00898321308678767
"AJUBA",-0.868273359564529,1.63341210080781,12.7326157875217,0.000359333613432363,0.00901336061237432
"PAN2",-0.62157593537412,5.92864623354375,12.7220497814145,0.000361369472066624,0.00905296770982581
"SYAP1",0.404464830665099,4.84298920625147,12.7157635905916,0.000362586211129108,0.0090719802521899
"ALDOC",0.565016224456891,8.99198365234865,12.7068732532123,0.000364314059808503,0.00909698466754308
"LOC101929372",-0.894292266205461,2.16088534666193,12.7058999532433,0.000364503725576766,0.00909698466754308
"GADD45A",1.10416099624003,4.66119295707097,12.6973475555394,0.00036617460906514,0.00912719000406895
"PRR7-AS1",-0.641053190662948,2.10724605328701,12.6920401053102,0.000367215409081583,0.00914163385221186
"COQ10B",0.560528197772115,3.96174704398807,12.6861585633017,0.000368372275312065,0.00915892723661717
"MRAS",-0.781350735072876,7.72810056823109,12.6826863881468,0.000369056957551113,0.00916445196846223
"LRRC40",0.622423716503487,4.02414306222453,12.6786293683563,0.000369858592264296,0.00916459591060801
"KYAT3",0.737156368139405,3.5022121508236,12.6779766733988,0.000369987723480339,0.00916459591060801
"IDI1",0.603690422099557,5.35718397089827,12.6732983400814,0.000370914631683603,0.00917608532015266
"ACTR10",0.610031829024782,4.78505490543673,12.6632605411258,0.00037291131114093,0.00921397823138237
"MAPT-IT1",-0.755234190999184,4.3019565581845,12.6578811740745,0.000373985811892849,0.009224783220117
"LOC339685",1.62449143668012,-0.352332431563568,12.651272704768,0.000375310095162476,0.009224783220117
"RECQL4",-0.822594684103023,4.06367474773056,12.6496930323753,0.000375627348430376,0.009224783220117
"POLR3H",-0.375531275463778,5.98998599200947,12.6486661896808,0.000375833719282107,0.009224783220117
"TMX3",0.551645396345345,5.10830017763874,12.6469097730084,0.000376186982223306,0.009224783220117
"STON1",-1.23477338707836,1.90938976424926,12.6426350624646,0.000377048142371664,0.009224783220117
"TTC30A",0.608106802789523,2.84357701407043,12.6426018029372,0.000377054850446734,0.009224783220117
"ASB16",-0.916113103574426,2.34716544852814,12.6425128587668,0.000377072790083507,0.009224783220117
"LOC101927181",-0.732677454792293,3.67348593805996,12.6394530437266,0.0003776904654721,0.00922850094179424
"MS4A14",-1.18610210711396,1.30125713776841,12.6348133000105,0.000378629023848026,0.00924004031597596
"COLGALT1",-0.409671624219176,5.61865876604868,12.6255294343882,0.000380514095592615,0.00927462154767928
"CDK2AP1",-0.534273141080931,5.904767648618,12.6174930008754,0.000382153521332549,0.00929698337358678
"KIZ-AS1",-0.710759147873277,1.37705885778049,12.6164350361117,0.000382369875326667,0.00929698337358678
"PHYHD1",-0.858708797456287,4.4779269934091,12.6120518071673,0.000383267563624905,0.00930738975587147
"PTPN21",-0.398178033447235,5.35480720318015,12.6052091994723,0.000384673186032346,0.0093300903970832
"LOC100507616",-2.00146910341767,-1.0603999725612,12.5825600359069,0.000389363023743003,0.00943229545047842
"PRPF38B",-0.413030784404838,5.44776508033637,12.5780171498844,0.000390310616551979,0.00944370595554826
"FBXO9",0.417073025435544,5.73816796058059,12.5632445000179,0.000393408130685457,0.00950704331422319
"PHF21A",-0.371251253951362,6.85858226612329,12.5599479208754,0.000394102731449539,0.00951222865579058
"TWISTNB",0.62979851886652,3.60258668784973,12.5524910751385,0.000395678482664467,0.0095386433241838
"SLC45A1",0.596552743336814,4.29734945598547,12.5413915027565,0.000398035779939107,0.00958381168319969
"RFX1",-0.490869796912772,4.72283472645013,12.5349597319111,0.000399408220147132,0.00960518603208201
"SLFNL1",-0.957052442656996,1.00038188884967,12.5255711546612,0.000401420172144755,0.00964186924996419
"EXOC1",0.509787649990789,5.51134712112287,12.5209987461887,0.000402403728598141,0.0096537921136813
"ZBTB46-AS1",-1.35247112932549,1.19589704273145,12.5183472758077,0.000402975191363408,0.00965581184045621
"CRHR1-IT1",-0.503365280455879,5.27165335963511,12.5140157557794,0.000403910511496735,0.00966653465678659
"CEP41",0.541185619407501,4.28609593001436,12.5090956819173,0.000404975577092222,0.0096803329742575
"RAB29",-0.468073861489185,4.54957484363955,12.4987003163592,0.000407235224853111,0.00971965755438415
"FAM167B",-0.993419075666485,0.992932156664199,12.4970198241263,0.000407601707089889,0.00971965755438415
"DHX57",0.3890964390573,4.90748641995297,12.4920923756074,0.000408678205744089,0.0097336145733472
"UBL5",0.416765439412547,4.9013655044417,12.4825977284753,0.000410760594425805,0.0097714669137356
"PSMC2",0.590848787445175,5.2461962830055,12.4718122815392,0.000413139074601661,0.0098146546226615
"SLC25A44",0.383420762045031,5.91179781747833,12.4698800732484,0.000413566643617398,0.0098146546226615
"COPE",0.432840791496405,6.35246409985761,12.4515781731365,0.000417638789775746,0.00989943810789016
"C11orf58",0.506511401660062,5.89851903648025,12.4447017439564,0.000419179219231637,0.00992408053559631
"PGK1",0.638632145564312,7.42159621030893,12.438452618137,0.000420584094173147,0.00993265966243415
"FAM21EP",0.958171161535276,0.410212270519239,12.4368076827379,0.000420954683610451,0.00993265966243415
"TATDN3",0.678643467204636,3.67717837480849,12.4364055849586,0.00042104532279192,0.00993265966243415
"PDCD6",0.444725686922556,4.81782109905118,12.4243653741454,0.000423768517671098,0.00997425850969552
"PAXIP1-AS2",-0.719385054120256,1.77955623927317,12.424158841928,0.000423815384798326,0.00997425850969552
"ARHGAP9",-0.543602814744202,3.76138679171434,12.4178830751979,0.000425242003754527,0.00999596150225352
"NACC2",-0.541321580216868,8.5085734767166,12.4046246330959,0.000428271888723931,0.0100552556243524
"RAB3IL1",-0.547452359850005,3.81120722810732,12.3884280272874,0.000432002791966173,0.0101135354778363
"BCL6",-0.550591455287368,6.74499607283379,12.386037190154,0.000432556294429977,0.0101135354778363
"NDUFA1",0.403004680128858,4.89724690961358,12.3850162774057,0.000432792863792621,0.0101135354778363
"LOC440434",-0.430624979362129,3.11367948243688,12.3850043690768,0.000432795624001067,0.0101135354778363
"ESYT3",-0.793808863508645,4.83426508557616,12.3800585424399,0.000433943544533917,0.0101284161112887
"DHX35",0.336763602427415,4.07324264172132,12.3750253090386,0.000435114906151386,0.0101438082121128
"ERLEC1",0.642991644109555,5.2977446910029,12.3650266387961,0.0004374513240743,0.0101852551175196
"CENPJ",-0.569733795552548,4.68148068598795,12.3609159810754,0.00043841554140176,0.0101852551175196
"YWHAZ",0.770747334818008,7.46607863956065,12.3595869034455,0.000438727755329329,0.0101852551175196
"GAS7",0.627461203069492,9.71517294093773,12.3586468380309,0.000438948721758261,0.0101852551175196
"NR1I3",-0.518788866687408,2.21553959323843,12.3320587525464,0.000445245086243481,0.0103192709111121
"ZNF605",-0.50301476379861,4.34606999283907,12.3171456411044,0.000448816496160822,0.0103898921587884
"FGR",-0.666843111764327,3.30197821879988,12.3120113872796,0.000450052731112962,0.0104063534652677
"SFN",2.45372585975131,1.55716592438289,12.3088123088412,0.000450824747911133,0.0104120550170245
"EFCAB13",-0.616842510591149,3.27525021486633,12.3059203898345,0.000451523789518355,0.0104160598522651
"PGPEP1",-0.546299898978449,6.28883905090697,12.290438094641,0.000455284852372553,0.0104906100402494
"CTDSPL",-0.588373770249444,5.21445580938532,12.276773680305,0.000458630560280267,0.0105554276219672
"KCNJ15",-1.39368885811689,-1.02857790371177,12.26660555988,0.000461136297801217,0.0106007852404048
"PCDH18",-0.470141293902065,3.22249327130583,12.2628416668309,0.000462067336299888,0.0106076145071635
"SUCLA2",0.71058656932863,5.15152489697404,12.2610790769524,0.00046250398335634,0.0106076145071635
"MAGED1",0.603937759117312,7.32543877738258,12.2501753772693,0.000465214431942428,0.0106574441426256
"GRTP1",-0.688579898145846,1.68637877398236,12.2472478165013,0.000465944892713324,0.0106592710582307
"CLDN18",-0.951032222929923,1.02739827058337,12.2455461734516,0.000466370004414918,0.0106592710582307
"MTCH2",0.526884418069062,5.1242747215031,12.2387787361425,0.00046806455166414,0.0106856764467472
"FZD7",-1.06247690828223,3.43932592598036,12.2271694514861,0.000470985969298444,0.0107350067460624
"BRD7P3",-0.628438479694196,1.84753463253346,12.2249838884319,0.000471538009947629,0.0107350067460624
"DDX24",0.599846350001884,8.05279790627887,12.2237475923179,0.000471850569026056,0.0107350067460624
"TRUB1",0.632779350235082,4.33328883852302,12.2178560892645,0.000473342927327673,0.0107566094586298
"ERH",0.623706016658061,4.33909444749984,12.2119702197583,0.000474838615291731,0.0107782382595887
"MTHFD1",0.392741244010548,5.46610870968355,12.2030503150215,0.000477114393767781,0.0108175043786068
"PCED1B",0.712854018232335,1.34000407557783,12.1903197245842,0.000480381491118766,0.0108648218694096
"RPA3",0.602910671782241,2.16160039684414,12.1891548618873,0.000480681559210706,0.0108648218694096
"LINC01107",1.56550569742665,0.934873796785128,12.1885159449764,0.000480846224236586,0.0108648218694096
"TNN",1.14390390113846,-0.0501677088486826,12.1855597493533,0.000481608851906589,0.0108696594639874
"AAGAB",0.467669967765594,5.18633565874473,12.1661781855589,0.00048663915968871,0.0109706957774647
"MUC5AC",2.40504209467319,-0.414123863979546,12.160093238416,0.000488229364037917,0.0109912203468786
"SASH1",-0.531481646422948,8.32779400618666,12.158452971994,0.000488658918328625,0.0109912203468786
"SARS2",0.407860114074837,3.78450950075603,12.1506920775952,0.000490696525354235,0.0110245378077319
"PSMD13",0.52500105356809,5.41316175760575,12.1369949014789,0.000494313637071687,0.0110820409419401
"PALLD",-0.668652075571398,6.51416147381729,12.1364790990709,0.00049445037327229,0.0110820409419401
"GDI1",0.545880969401773,9.00080488359516,12.1346570189684,0.000494933701736829,0.0110820409419401
"RFX2",-0.715476211898261,4.0749327580018,12.1277281474151,0.000496776026061487,0.011107230535615
"ERVH48-1",-0.655354264010111,3.13459199094762,12.1242820653855,0.000497694883878909,0.011107230535615
"TET2-AS1",-0.859029231441186,0.462417557711149,12.1241121056067,0.000497740246044917,0.011107230535615
"PJA2",0.698921178085787,8.62132456884863,12.1207393735676,0.000498641289830762,0.011114820921582
"TMEM150C",0.521774019286843,4.22012723198033,12.1148453612085,0.000500219861709689,0.0111374795276845
"SPINT1",-1.07231067150371,0.575764009204804,12.1034225353054,0.000503293570750749,0.0111933393916912
"NCOA5",-0.47993732495796,5.01715848133775,12.100925159992,0.000503968112072829,0.0111957759067659
"MYL12B",0.539447315118461,5.45625513931046,12.0981405092582,0.000504721322572964,0.0111999526630525
