"","logFC","logCPM","LR","PValue","FDR"
"EEF2K",-0.519388753745493,6.01931132069299,10.7748419925426,0.00102888998795302,0.0172637459790661
"BEST2",-1.36243213139413,-0.970470506535958,10.7713440310173,0.00103083627786864,0.0172817696127284
"PRELP",-0.744684161389706,5.75957672930168,10.765256284141,0.0010342324258857,0.0173240488177101
"TCAP",-1.05215324595123,2.03759682584861,10.7570949807524,0.00103880310250811,0.0173420020849416
"TRRAP",-0.296630072933747,7.83927883261931,10.756995757256,0.00103885879740056,0.0173420020849416
"RNF25",0.329087448395022,3.84301747464689,10.7554605517274,0.00103972090472493,0.0173420020849416
"LINC00926",-1.07957440460478,1.31898703862774,10.7551477012863,0.00103989667720226,0.0173420020849416
"PXDC1",-0.538867155663035,4.52990452584115,10.7543551807086,0.00104034208295849,0.0173420020849416
"DIO1",-0.706460996906661,0.752395490334787,10.7539762205347,0.00104055513115642,0.0173420020849416
"GABARAPL1",0.72901538719588,7.51532184395591,10.7408490987733,0.00104796239058832,0.0174232519794522
"LMBRD2",0.54900156136487,5.83489653246853,10.7404443665015,0.0010481916150076,0.0174232519794522
"LOC100506100",-0.732917825866426,0.393033517505861,10.7381809894059,0.00104947443774596,0.0174232519794522
"UCKL1",-0.578279202333916,4.90623038404783,10.7366051446637,0.00105036852273006,0.0174232519794522
"VPS33A",0.444928005139856,4.34093438856733,10.7361236681682,0.00105064185104713,0.0174232519794522
"HERC6",0.565536598976363,4.26769438050996,10.7357259930947,0.0010508676605682,0.0174232519794522
"HCAR2",-1.45214486085092,-1.21871459987334,10.734463164188,0.00105158505083896,0.0174232519794522
"TOLLIP-AS1",0.859258098125005,1.0535478515365,10.7282683467967,0.00105511139601737,0.0174278928550342
"POU5F1P4",-0.815179185640242,0.811844619078301,10.7281114232149,0.00105520087853989,0.0174278928550342
"PAXIP1",-0.53019352419209,3.47527619680763,10.7279151490775,0.00105531281073119,0.0174278928550342
"LOC100130264",-0.979329715088261,-0.306322599272931,10.7271065702656,0.00105577405773641,0.0174278928550342
"LINC01202",1.80980518631574,-0.391512652448567,10.7251803226436,0.00105687369119569,0.0174278928550342
"BRWD3",-0.385029834754582,5.72432300760609,10.7247105106167,0.00105714206760956,0.0174278928550342
"S100A16",0.511386811247613,4.76672530749944,10.7224025404058,0.00105846147878647,0.0174351393712657
"CARS2",-0.309795478338822,4.59392813405313,10.7181727531624,0.00106088387167634,0.0174605272434704
"GJD3",0.845770823675417,0.931717849661715,10.7162726772456,0.00106197386683197,0.017461478556368
"NDUFC2",0.531023790095422,4.46986292284165,10.715000955124,0.00106270403406237,0.017461478556368
"UQCRC1",0.460838481950316,6.51778114062743,10.7115519870559,0.00106468683776414,0.0174785096879576
"PROK2",-1.15301382568687,-0.812619829988445,10.7101313824461,0.00106550462772773,0.0174785096879576
"HAPLN1",0.79507992499359,0.820836459370783,10.7069723512195,0.00106732544420453,0.017493896610717
"RBL1",-0.540921145444404,3.49354144146513,10.7025031057202,0.00106990682519995,0.0175217137588118
"EBNA1BP2",0.506764123529025,4.86157682427607,10.6955094024468,0.00107395898092314,0.0175547268405276
"TUBB4B",0.621967687377164,7.06310913859619,10.6950784194716,0.00107420919990697,0.0175547268405276
"LOC285889",0.895369596050361,0.0918680905068333,10.6944393774179,0.00107458032183892,0.0175547268405276
"BMX",1.0794115444165,-0.771303487539994,10.6855913988752,0.00107973211055859,0.0176243587337966
"LOC101929998",-0.963429686412084,1.22855594846756,10.6814463808942,0.00108215415867888,0.0176493553978442
"LAMA5-AS1",-1.270500222912,-0.339190422137228,10.6778503665845,0.00108425986059571,0.0176575429966298
"OR5C1",1.27007397956068,-0.583775754598737,10.6775459204701,0.00108443832392503,0.0176575429966298
"TRAPPC11",0.370842702740909,5.6151364531268,10.6726815877989,0.00108729378148699,0.0176895021132563
"IMPAD1",0.600086132778203,6.61199911539613,10.6706655335646,0.00108847947259543,0.0176942651591066
"NANOS1",-0.741212429181015,2.72521977168853,10.6663575448383,0.00109101749215315,0.0177128194190966
"RFC2",0.366367841645665,3.46542611797487,10.6656946132403,0.00109140858451337,0.0177128194190966
"VPS39",0.331424803986793,6.98326483738021,10.6615913423423,0.00109383244098214,0.0177376298285615
"CATIP",-0.907463916967555,-0.52350714993102,10.6598536054353,0.00109486058586135,0.017739785257096
"TMEM141",0.48133536833301,4.40999280416049,10.653153726068,0.00109883377790418,0.0177896161298604
"LIFR-AS1",0.643994556140493,3.19075376709911,10.6438064955908,0.0011044012956335,0.0178651559789988
"LINC00460",1.48140945752376,-0.576977741276588,10.6285795413441,0.001113532147758,0.0179973534691747
"PRMT9",0.358489850530159,3.72103963365773,10.6271554117838,0.00111439002355053,0.0179973534691747
"LOC100996724",-0.522427850402011,3.82127236174722,10.6249048901238,0.00111574706976943,0.0179996836843671
"HJURP",1.96191439553138,-1.54205514037394,10.6231376355054,0.0011168138816354,0.0179996836843671
"DDX56",-0.312813596604387,5.49942500033423,10.6224002178748,0.00111725933244709,0.0179996836843671
"BEX2",0.783243151346719,5.75361637043655,10.620648860351,0.00111831799296913,0.0180021034514024
"OVCH1",-0.878032019170918,1.27786486537208,10.6157709745785,0.00112127192965008,0.0180128302630088
"ARPC4",0.338510329587787,5.60844898169528,10.6156903158617,0.00112132084101796,0.0180128302630088
"KLHDC9",0.579664234424574,3.09898078227255,10.6137903883875,0.00112247357962893,0.0180128302630088
"GABRA6",-2.3409985803648,0.859079897392028,10.6135485820521,0.00112262037620185,0.0180128302630088
"PKMYT1",-0.909276708634994,1.27135953659321,10.5977231711112,0.00113227006957641,0.0181332632293989
"KAT2A",-0.473140693372013,6.74741820817502,10.5974241446937,0.00113245320928616,0.0181332632293989
"TAS2R5",-0.544304315532292,1.60336091525413,10.5955536253463,0.00113359949524082,0.0181332632293989
"SNX33",-0.572669231152569,4.73116976443522,10.5944091032731,0.00113430145655135,0.0181332632293989
"FXYD3",-0.884271521884786,1.82736654435693,10.5937570459292,0.00113470157471006,0.0181332632293989
"SUPT16H",0.379997355192258,6.30576336428238,10.5915415666524,0.0011360621134631,0.0181403761808097
"TUBGCP5",0.449513001857519,4.87714910153357,10.5855434634341,0.0011397538722183,0.0181700409601944
"PSMC3",0.412712098561688,6.19399975200867,10.5850044437895,0.00114008622596257,0.0181700409601944
"MYO1C",-0.469815788158278,5.22414409623478,10.5840568849032,0.00114067071833275,0.0181700409601944
"SYNE2",-0.667121611431467,6.64800845844525,10.5777574510038,0.00114456417689544,0.0182174166500884
"RASGRP4",-0.856657640953982,3.00998720734167,10.5689543609253,0.00115002759138142,0.0182744150085929
"CHMP4B",0.449470156344447,6.52463386418264,10.5681739026469,0.00115051323448417,0.0182744150085929
"UROD",0.385174763397659,5.19219933966048,10.5675334944273,0.00115091188588635,0.0182744150085929
"ACTR2",0.561335121864753,7.06702164985527,10.5625791929788,0.00115400064389622,0.0183087884383086
"APMAP",0.455770842327913,6.23932030683339,10.5599987919853,0.00115561271455694,0.0183196972413283
"CCDC88B",-0.970091287241652,5.15200227837935,10.5549743183588,0.0011587582271653,0.0183548785207895
"LINC01108",-1.09346615264005,-0.754599363026277,10.5286291346649,0.00117539367649721,0.0186035152503744
"DHX58",0.5284521946461,3.42362016193827,10.5199627704692,0.00118091863550365,0.0186744705620066
"BEX3",0.602825736433978,7.00044202656111,10.5186422700374,0.00118176278162921,0.0186744705620066
"LOC102723769",-1.17487847816126,-0.763669095938335,10.5171711945578,0.00118270390367977,0.0186744705620066
"ZCCHC11",-0.394993752994637,6.16608061590248,10.5152640916834,0.00118392510362825,0.0186788693101094
"TRIM36",0.825597832984965,4.61498201153666,10.5056837428681,0.00119007914386541,0.0187610249123604
"ZBED4",-0.341958706674987,5.37446250707004,10.5001640119876,0.00119363948889147,0.018802194047594
"SRP54",0.634293150437011,4.76653130186444,10.4967598987362,0.00119584058619938,0.0188219039365583
"PRR26",-0.705017104022251,4.66707002926164,10.4920698913657,0.00119887987071446,0.0188547646968872
"LINC01372",-0.606941207202271,0.91293976543792,10.4841894481328,0.00120400427762677,0.018920340020184
"LOC100505912",-1.19032303714469,-0.616118766759194,10.4784757834306,0.0012077335515638,0.0189563096495927
"LIG4",0.463657332506663,4.61746068439185,10.4777525201936,0.00120820645374625,0.0189563096495927
"C12orf10",0.423675509587286,4.51122711838169,10.464918668825,0.00121662903688026,0.0190590207938928
"LOC100506142",-0.735146100528327,2.02207909951261,10.4648466191016,0.00121667648891171,0.0190590207938928
"PSMB1",0.430208049330792,5.4001311796718,10.4597694747338,0.00122002502236984,0.0190963790231285
"ORC3",0.558838258101243,4.51874723354398,10.4432919359211,0.00123095685312468,0.0192522817691545
"SPR",-0.815265081189805,3.46472497708019,10.4375772209146,0.0012347713210875,0.0192869459995485
"ATP6V1D",0.651278084060172,5.73859503027627,10.4349249931003,0.00123654569660303,0.0192869459995485
"SNORD104",-0.62263276977935,0.399013795459014,10.433901599541,0.00123723105016686,0.0192869459995485
"LOC101928708",-1.27714404222898,-1.13287609993209,10.4329491313389,0.00123786925129559,0.0192869459995485
"EIF3K",0.332033313138922,5.86434042550862,10.4326947868878,0.00123803973109738,0.0192869459995485
"G3BP2",0.644522696678715,7.46713232578689,10.4171796322475,0.00124848415346781,0.0194343770503677
"ATP1B1",0.786675083095445,8.45556798129173,10.4096492807887,0.00125358550004643,0.0194984695988384
"SAMD1",-0.378245260348335,5.4639946571659,10.4042992565378,0.00125722262301857,0.0195397047041067
"PCP2",-1.08352777924209,0.471607112063827,10.3956680775992,0.00126311291074399,0.0196158663317421
"FAM86JP",0.886030676479345,0.964406423427321,10.3920980832428,0.00126555738641054,0.0196384378771427
"HSPB2",-0.560390505804296,2.51361917341192,10.3865418513723,0.0012693714231342,0.0196822097972044
"CHI3L2",2.60140246379005,3.05183470103675,10.3830713387043,0.00127175963284563,0.019685885644206
"COG1",0.40290468853949,6.21737623089155,10.3826773587066,0.00127203103477014,0.019685885644206
"BMP7-AS1",-1.20149305932556,-0.267548454775253,10.381867958093,0.00127258879240149,0.019685885644206
"LRCH1",-0.478127706916476,4.76172250126666,10.3799489513024,0.00127391216850304,0.0196909855936477
"LOC100505549",-0.734122305604243,0.675691431568568,10.3781308073432,0.00127516727300563,0.0196950231347464
"DMGDH",0.542886357243203,2.18494389575234,10.3706482316626,0.00128034584665726,0.0197596053717759
"IGF1R",-0.367345637485092,7.78803128282671,10.3612864761371,0.00128685495823972,0.0198373917142824
"NDN",0.525019977823393,5.22886149844219,10.3605215793157,0.00128738825921312,0.0198373917142824
"FCGR3B",-1.62054076127326,0.791422054634497,10.3569829859948,0.00128985834812855,0.0198600101216125
"ATRN",0.393229454962146,7.36405880032951,10.3500127608391,0.0012947379017476,0.0199196632461416
"PDHB",0.559960722625529,5.05464348616434,10.3456273297482,0.00129781752405564,0.019934706850751
"BLK",-2.58271849537406,-0.550594927686728,10.3444520491978,0.0012986441113319,0.019934706850751
"POLR2C",0.411843873751771,5.10851619867135,10.3443247459363,0.00129873367704479,0.019934706850751
"IFT52",0.469146973531423,3.56524579189369,10.3415387281226,0.00130069537924168,0.0199443200094328
"COA3",0.402477818760229,4.4317466365608,10.339481526713,0.00130214582895347,0.0199443200094328
"RHOD",-1.10440512201909,0.389145710184749,10.3383687539759,0.0013029310822813,0.0199443200094328
"G6PC3",0.436864731003389,4.82539660504946,10.3377245894441,0.00130338587062048,0.0199443200094328
"MCM3AP-AS1",-0.47035076765087,2.72522000014615,10.3305539596766,0.00130845928883103,0.0199955736456121
"CGN",-0.724557678283182,4.26393975711761,10.3288214895727,0.00130968805443471,0.0199955736456121
"IDH3B",0.407800963310701,5.56335837704938,10.3278377979807,0.00131038626384748,0.0199955736456121
"PPARA",-0.485924139098289,5.89111867366522,10.3272951237283,0.00131077160706753,0.0199955736456121
"PRMT8",1.09246215738422,3.93463251075433,10.3198129154999,0.00131609629642559,0.0200374241648437
"KIF11",0.619316212959451,1.70710778493448,10.3194696882214,0.00131634107755031,0.0200374241648437
"RNF4",0.268617835791232,5.40080896370332,10.3191788111608,0.00131654855988224,0.0200374241648437
"BZW1",0.586124475317558,4.58701708612473,10.3172001251645,0.00131796083349201,0.0200435240801824
"ZCCHC14",-0.344679361054164,6.65442168902433,10.314282917707,0.00132004576787984,0.0200598366075973
"OXA1L",0.422857272323925,4.68334193573336,10.3113285353282,0.00132216067398137,0.0200765792456818
"ZNF664-FAM101A",0.874022735082448,-0.0413826676412335,10.3058142966076,0.00132611724271164,0.0201212398786936
"LOC729603",-0.503909092719254,2.05655899415053,10.3015176443338,0.00132920847650907,0.0201527124487405
"HSPA9",0.38453634916109,7.34605448257339,10.2999828434985,0.0013303144588226,0.0201540606391657
"ZNF512",0.343274411909489,5.37438073456625,10.2935606074408,0.00133495245562891,0.0201873871799254
"TUBB2A",0.966916476191467,6.62400148836576,10.2929032025572,0.0013354281414503,0.0201873871799254
"RANBP1",0.440412458874728,4.05538910113165,10.2927065373448,0.0013355704780421,0.0201873871799254
"ZNF223",0.468039793802473,2.92551714260322,10.2860208870661,0.00134041836815924,0.0202452213288442
"ZIC3",-1.14803221299922,1.35979725024314,10.2825966890956,0.00134290821231055,0.0202673793870113
"CHMP2A",0.372018000639604,5.58019354315961,10.2730667581387,0.00134986240578901,0.020356829096739
"CCDC58",0.524730862485695,1.05774492699426,10.2580930713007,0.00136086274185421,0.0204696876733537
"AP2M1",0.619659562532634,8.12439904878035,10.2576730595455,0.00136117260621932,0.0204696876733537
"LOC644285",-0.496899485024227,4.60127182482582,10.25531272111,0.00136291527880981,0.0204696876733537
"TSPAN10",-1.21623666515895,-0.297103175798397,10.2540071764056,0.00136388015163769,0.0204696876733537
"GOT2",0.565568358227592,6.44943214581204,10.2527542407916,0.00136480679358437,0.0204696876733537
"A2ML1",-0.82778916029039,3.48668101876051,10.2525816159226,0.00136493451285483,0.0204696876733537
"RGS4",1.43531955516191,7.31982876947492,10.2512825518529,0.00136589603439868,0.0204696876733537
"LINC01119",0.835241125024452,-0.70029515723402,10.2508728510506,0.00136619942273387,0.0204696876733537
"SH3YL1",-0.295174277628998,5.35753937706572,10.2502740635058,0.00136664295477629,0.0204696876733537
"TCF3",-0.397540415137857,5.07355738011252,10.2480101882194,0.00136832116321352,0.0204793445394555
"RPA2",0.406161562904358,4.36237659826598,10.2404893779885,0.00137391132470005,0.0205258663758615
"IFIT1B",-1.16140096139094,-0.789230769195669,10.2396039941057,0.00137457094320178,0.0205258663758615
"UTP11",0.459307637461675,3.34420788267559,10.2392696214608,0.00137482013705195,0.0205258663758615
"APOO",0.644318037385443,3.0311720730793,10.2382600615253,0.00137557279709044,0.0205258663758615
"SLC17A9",-0.695813718180313,2.007227619871,10.2350898746691,0.00137793898809889,0.0205457027751449
"CPXM1",1.0769987914712,0.174267601165873,10.2323631809492,0.00137997745695691,0.0205606265316227
"PRICKLE4",-0.628047738151636,3.81635620795963,10.2226248182963,0.00138728278653779,0.0206539411705731
"LOC100505795",-0.654031026439354,1.47508259908269,10.2197039468196,0.00138948153085158,0.0206625123444613
"LINC01158",-0.513321219415308,3.17352720548116,10.2190902762483,0.00138994393193212,0.0206625123444613
"HCG25",-0.740812517230048,-0.196182040509464,10.2156372426982,0.00139254870055677,0.0206814451110044
"PQLC2",-0.374824220562858,4.0473142876592,10.2146360503048,0.00139330486592606,0.0206814451110044
"RIIAD1",0.939717604845619,0.174853577563037,10.2078091800143,0.00139847205419581,0.020742606456545
"BAG5",0.359398116318971,5.6410445213396,10.2020474115144,0.00140284817248156,0.020791951672322
"GYPC",-0.731075844873009,2.71715930959931,10.1993891842865,0.00140487179263455,0.0208063822442796
"PCMTD2",-0.321073708349974,5.80879701321929,10.1878632428584,0.00141368035534424,0.0209206763474538
"NFATC1",-0.624848665853337,3.78687358481043,10.1859237239579,0.00141516809660035,0.0209206763474538
"FXYD7",0.709864225882236,5.76129009000688,10.1851574628216,0.0014157563071223,0.0209206763474538
"SIGLEC15",-0.997047508838551,-0.0854537739531222,10.1830100540977,0.00141740605710878,0.020929447412569
"LRRC37A8P",-1.25975893366107,0.52582741891145,10.180597153152,0.00141926209429612,0.0209368831517626
"TMEM9",0.369009421298358,5.91534090258618,10.1792861222652,0.00142027158916309,0.0209368831517626
"UBR7",0.378557324631543,5.29254371906965,10.1782377993741,0.00142107932171582,0.0209368831517626
"LRP5",-0.552950524116491,4.79444499410929,10.1742467345044,0.00142415869466578,0.0209666632195372
"TEP1",-0.563886303467403,5.53539071878602,10.1690001057144,0.00142821710035631,0.0210108018267711
"KISS1",2.57732229504199,-1.33628411763448,10.1674439943805,0.00142942304360578,0.0210129429021456
"TPX2",0.724189545016125,2.12597359112069,10.1595025547168,0.00143559351582514,0.021073459033778
"CAPN2",-0.433989660909467,7.06039786042198,10.1594086794461,0.00143566661766251,0.021073459033778
"ZNF600",-0.793203567755374,1.50793375044985,10.1518407454352,0.00144157227863523,0.0211444828078724
"SERINC1",0.624435023078299,8.91243619935135,10.1472892089993,0.00144513592383444,0.0211810750493367
"SGMS1-AS1",0.682599517541053,1.80854153949042,10.1457980058784,0.00144630540671675,0.0211825483662226
"MIR1250",-0.906260474981214,-0.0888537063016258,10.1382960761097,0.001452203383101,0.0212086587742963
"LOC284009",-0.688280943902855,0.553499524766639,10.1380090607894,0.00145242951606515,0.0212086587742963
"LINC00310",-0.849138458816059,0.516155642151649,10.1376929600694,0.00145267860602534,0.0212086587742963
"AGL",0.522522988453556,5.33399384042722,10.1367155312286,0.00145344910167206,0.0212086587742963
"DZIP1L",-0.680079093164211,2.93318612320737,10.1359024537351,0.00145409035636658,0.0212086587742963
"SLC30A8",1.30048800800102,-1.25231100588758,10.1334308963844,0.00145604137380381,0.0212086587742963
"ATP6V1G1",0.536844495200683,4.81630910656996,10.133184856782,0.00145623573949928,0.0212086587742963
"PNO1",0.354875771759881,3.18517897806883,10.1326600491508,0.00145665041339409,0.0212086587742963
"NCALD",0.938822729877458,6.87392307070863,10.1304627414279,0.00145838790286301,0.0212159586004528
"KPNA1",0.340659283529279,6.34695723910495,10.1288087159216,0.00145969718402446,0.0212159586004528
"SIPA1L3",-0.340650947156877,6.67059212418706,10.1279672490543,0.00146036372280064,0.0212159586004528
"WBP11P1",0.645461210961566,0.49643563902066,10.1229679528533,0.00146433010149222,0.0212579965503076
"MRPS21",0.470062095020749,5.24347078361686,10.1173595108627,0.00146879275399755,0.0213071721912265
"NMD3",0.38746615534242,4.83282648782177,10.1153660414173,0.00147038227843293,0.0213146270880957
"SEC14L4",-1.10789861304128,-0.271572923811304,10.1134477127862,0.00147191353279051,0.0213212270217667
"LOC105371049",-0.930080030039808,2.25722231609487,10.1102709789383,0.00147445282736304,0.0213398534188556
"MGC16025",-0.80684614158012,2.43873419943665,10.1091459050956,0.00147535320871176,0.0213398534188556
"MAML1",-0.430362476184661,5.97484124958935,10.1064247956804,0.00147753317815273,0.021346194966129
"RRAGA",0.464651482137256,6.08316184725283,10.1036733670745,0.0014797407539027,0.021346194966129
"IRAIN",-0.804109610305704,2.06263319201059,10.1028036045828,0.00148043929197392,0.021346194966129
"C17orf102",1.11368147229795,1.70056182020869,10.1027122346614,0.00148051269387968,0.021346194966129
"CINP",0.397479455731105,4.24836056700668,10.1018846023333,0.00148117773912129,0.021346194966129
"CCDC184",0.978286472244739,4.44525047415061,10.0967643696839,0.00148529884047213,0.0213822904779347
"CACNG1",1.15380651638151,-0.945749197852856,10.0960925437554,0.00148584043137445,0.0213822904779347
"COPS8",0.645917643167332,4.69871710871578,10.0914713390653,0.0014895712276226,0.0214204234009937
"SNHG3",-0.411062599835518,3.39602837337447,10.0872333986319,0.00149300094503935,0.0214541745662798
"ACMSD",-0.814984782566834,0.640000138087742,10.0841296903412,0.001495517813216,0.0214614353062046
"ZNF550",-0.306848332758695,4.04462900673641,10.0839393639585,0.00149567229298892,0.0214614353062046
"UBE2V2",0.72235794862798,4.61012633279205,10.0726551210901,0.00150486017007847,0.0215776477064219
"LOC100506113",-1.09770632160702,-1.00851034112702,10.0693100427928,0.00150759477387152,0.0216012277939537
"RTCA",0.447929820296552,4.40112503704639,10.0647773220558,0.00151130830788456,0.0216387900498847
"ARHGAP31",-0.490181864603988,6.3971951328777,10.0620339030319,0.00151356041478563,0.0216553885771783
"HSD11B2",-1.08820707083001,1.43577059855187,10.0606621868291,0.00151468774796804,0.0216558819723915
"SLN",1.77354945514112,-0.947995904202249,10.0588472731049,0.00151618062621035,0.0216615971802339
"MMADHC",0.512942222686213,4.17481772775224,10.0484037080038,0.00152480010612313,0.0217540239152646
"SWAP70",-0.37473140175495,5.76122466066227,10.0483488179408,0.00152484553988204,0.0217540239152646
"ZNF587B",-0.571748406332941,3.88102305061293,10.0434234283545,0.00152892798362275,0.0217965733262363
"SPARCL1",0.64883481274275,10.4724449685488,10.040652062184,0.00153122991464195,0.0218136966129007
"LPAR2",-0.596343767188567,1.62176598834916,10.0202749713032,0.00154826351986921,0.0220270921307793
"HUS1",-0.316566510793358,4.16334232061905,10.0200739067471,0.00154843254633506,0.0220270921307793
"SNORA26",-0.660574922986923,0.710492681894018,10.0174757266695,0.00155061840830823,0.0220423632561233
"CYP51A1",0.635364833179401,5.82537514528304,10.0076244841711,0.00155893473677188,0.0221446958737431
"IVD",0.323634467174357,6.41689382821099,10.0020734783028,0.00156364073005028,0.0221956337440375
"MYSM1",0.35741841434051,5.95554073213854,9.99868514512773,0.00156652033708049,0.0222087163043734
"PYGO1",-0.560830444070129,3.93825118186212,9.99835186865154,0.00156680386523587,0.0222087163043734
"METTL2A",0.363513236595825,3.09802649956243,9.99278475542432,0.00157154766627766,0.0222600347069036
"SYCP3",-0.737587502019293,1.85248529453418,9.98919356278122,0.00157461547915544,0.022287557382103
"FAM47E",0.597015592040147,1.11855954140771,9.98206106687907,0.00158072648617525,0.0223435440201459
"SMIM10L2A",0.670270454329618,6.08205298873218,9.98194510885067,0.00158082603533733,0.0223435440201459
"FOXD1",-0.815636209438007,1.3545933466507,9.98003081055995,0.00158247036516376,0.0223494032974525
"SEC23B",0.496754271459751,5.64298717732317,9.97883748315513,0.0015834962772317,0.0223494032974525
"GCK",-0.610656839591111,1.97734196134686,9.97311149478189,0.00158842832993964,0.0224030574989921
"ABCD4",-0.483871163796085,5.18491820852002,9.96748235429411,0.00159329213113478,0.0224556734499052
"PKM",0.62562287096626,9.49130721500643,9.96417185450607,0.00159615957653767,0.022480098200903
"LINC01730",-1.35536899666463,-0.363382870105103,9.96248605055224,0.00159762177230469,0.0224847109659018
"ATP5C1",0.490854108836877,5.47411741171761,9.95986117506657,0.00159990118094259,0.0224905709870192
"ATP5G3",0.538176712310117,5.58497581279331,9.95939299458102,0.00160030808900369,0.0224905709870192
"ANGPT1",-0.986189150001281,2.21649598905792,9.95770078817489,0.00160177970482714,0.0224952988170479
"LOC102724323",-0.962128380622425,-0.499602319771363,9.9538808575726,0.00160510672343473,0.0225260586625939
"GRPEL1",0.371793274355952,4.48276079224651,9.95042902921526,0.00160811915904299,0.0225523632382136
"LAMA5",-0.717387936759832,7.14613905252459,9.94683768795626,0.00161125942777271,0.0225804220797341
"AFG3L2",0.440999380517942,5.46302225327099,9.93983449258878,0.00161740090044428,0.0226297582506806
"PVRIG",-0.818422180006262,5.60703264979373,9.93781456658921,0.00161917668269708,0.0226297582506806
"RBPMS2",-0.716127713530799,1.8020685572371,9.93705545484374,0.00161984455284916,0.0226297582506806
"FAM129C",-0.861677687072635,1.0435195909347,9.93575677642624,0.00162098778349724,0.0226297582506806
"ZMYND10",-0.590667921469361,1.18977344303647,9.93341226427615,0.00162305373494614,0.0226297582506806
"RDM1",-1.17596599510094,-0.834956196704912,9.93288880645831,0.00162351536281156,0.0226297582506806
"SPIN3",0.38381107667181,4.61298393817903,9.93288700908628,0.00162351694811015,0.0226297582506806
"CARD8",-0.557225225233287,4.4171588287195,9.9324348149295,0.00162391583732679,0.0226297582506806
"LOC285762",0.934708256110532,0.298367274943553,9.92263617972305,0.00163258382975966,0.0227345616096398
"MAP1B",0.668401175331249,11.7165350973663,9.9190621222387,0.00163575713775712,0.0227627552259797
"SKP1P2",0.620784942207209,2.66929975121632,9.91406834799128,0.00164020144109341,0.0228008497054168
"ZC3H12C",-0.447209908832747,5.28188647064778,9.91276562427938,0.0016413628350435,0.0228008497054168
"ACAT2",0.655059262156214,3.93967077194093,9.91211124701193,0.00164194653459981,0.0228008497054168
"RTN3",0.703281853639066,8.91218509548859,9.90407514071472,0.0016491318519977,0.0228793067164492
"FTO",0.417827614929026,7.142898417414,9.90321189624976,0.00164990559637696,0.0228793067164492
"TRPM7",-0.383263937449725,6.04198589978121,9.8960625853668,0.00165632782822167,0.0229366886104891
"SSFA2",-0.508334380341974,7.91984095155992,9.89602843200914,0.00165635856891451,0.0229366886104891
"CD200",0.734509365594294,5.34010398125635,9.8930907968059,0.00165900483446094,0.0229518734201631
"MALAT1",-0.427920539396534,14.1323545373335,9.89224046002846,0.00165977162954651,0.0229518734201631
"SPICE1",-0.372559550454611,4.44526047664038,9.89052372961153,0.00166132079343147,0.0229572753435411
"MARVELD1",-0.501358332180855,2.8700645891123,9.88730484166834,0.00166422944180367,0.0229814429399174
"CIZ1",-0.341058532314528,7.09696885562068,9.88241995265107,0.00166865337937058,0.0230264870234034
"CXXC1",-0.350353492207164,5.5464877981807,9.87576340209138,0.00167470098606849,0.0230938585524935
"RAB6A",0.505314734150165,7.32189391820357,9.87236736368554,0.00167779490314144,0.0231204337973927
"CTC1",-0.313033728990755,5.71688760759255,9.86515665768419,0.00168438333963981,0.0231950939946507
"VPREB3",1.05582002997936,-1.08908379598397,9.85495169645688,0.00169375245950614,0.0233079157899818
"TIPRL",0.560448762326078,4.41422463186889,9.85246336959379,0.00169604497505842,0.0233232666382774
"LOC100131626",-0.912642553027901,-0.625463885855117,9.83126765147,0.00171570065424039,0.0235772012235975
"EPS8L3",-1.19528188761762,0.2465982118002,9.82805658113244,0.00171869848174093,0.0235944923246831
"RMND1",0.378660477980487,3.4249237125567,9.82539129931373,0.0017211907964075,0.0235944923246831
"FCMR",-1.8112340244718,-0.34554781245009,9.82364187784584,0.00172282867711915,0.0235944923246831
"PARPBP",0.879117828216339,-0.18878813703155,9.82362169135268,0.00172284758576243,0.0235944923246831
"DOPEY1",0.396258617415377,6.65820186679031,9.82355259156683,0.00172291231297015,0.0235944923246831
"CNTD2",-1.10555773839069,0.897255769907343,9.81831421273169,0.00172782639212014,0.0236370483623569
"SNX4",0.522565367782848,4.37753462152191,9.81769789847647,0.0017284054843084,0.0236370483623569
"TXNDC15",0.367273393750848,5.43919418707357,9.81435374322832,0.00173155110091506,0.0236637355970571
"ATE1-AS1",-1.14280219792106,0.922428681032908,9.80957222167416,0.00173605882858717,0.0237089881097749
"SMIM7",0.357999861096987,4.81801352817978,9.80760287550231,0.00173791886390451,0.0237180442197877
"TOMM70",0.545332610970101,6.10955514920536,9.80138477104783,0.0017438050897844,0.0237819970125036
"ABT1",0.331259936641109,3.46628925873336,9.7823243394465,0.00176197438784897,0.0240132630465029
"EXOC3L1",0.531349517394668,2.06433039339007,9.77887227904828,0.00176528551508043,0.0240369016980267
"TBX6",-0.763151136763534,1.02155321217027,9.7779878148655,0.00176613488455424,0.0240369016980267
"ECHDC1",0.54340925300732,4.53185163977824,9.7766193040909,0.00176744991030101,0.0240382892398935
"HINT1",0.532593240345678,5.80682222853081,9.7729815768218,0.00177095029179475,0.0240448975878497
"JADE2",-0.38302403519909,7.28989067766177,9.77284971773905,0.00177107730426781,0.0240448975878497
"BTBD7",-0.306789855561103,5.75258405031346,9.77233206095899,0.00177157602332764,0.0240448975878497
"VAMP2",0.603133853735375,8.5960383930897,9.77101789007452,0.00177284275651739,0.0240456208508889
